name;sku;subtitle;description;category1;category2;category3;image;ribbon;ribbonColor;weight;price;recommended_price;quantity;enabled;shipping_freight;fixed_shipping_rate_only;shippingType;shippingMethodMarkup;shippingFlatRate;shippingDisabledMethods;shippingEnabledMethods;upc;brand;seo_title;seo_description;product_url;product_id
סמי הכבאי;"00007";;"<p>השעון צלצל גלין גלאן, סמי הכבאי מוכן!</p><p>אין צורך להציג את סמי, כל ילד (והורה) מכיר אותו! הוא הכבאי הגיבור!</p><p>סמי כאן לכל משחק דמיון שתרצו - יציל חתול תקוע על עץ ואפילו יעזור לאבא להכניס כלים למדיח ;)</p><p>התאהבות מיידית - מובטחת!</p><p>סמי סרוג מ100% כותנה, ניתן לכיבוס במכונת כביסה, 30-40 מעלות</p><p>גובה הבובה הוא כ50 ס""מ - גדול</p><p><u><br>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";ילדות מושלמת;;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1650430942.jpg;;;0.00;350.0;420.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/סמי-הכבאי/p/228373554;228373554
עכברונית רקדנית;"00020";;"<p>העכברונית שלנו גם היא בוגרת להקת הבלט של גן החיות!</p><p>יודעת לבצע את היצירה אגם העכברונים המפורסמת!</p><p>גובהה הוא כ15 ס""מ, עשויה מ100% כותנה.</p><p>ניתן לכבס אותה במכונת הכביסה, 30-40 מעלות.</p><p>ניתן לכתוב בהערות צבע שמלה או לתת לינה להפתיע אתכם :)</p><p><u><br>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";"עד 100 ש""ח";לאוהבים;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1646347604.jpg;;;0.00;100.0;130.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/עכברונית-רקדנית/p/234731427;234731427
פונצ׳ו פינוקי;"00037";;קשה לתאר כמה קסום הפונצ׳ו של ינהצ׳קה על הגוף, וכמה ייחודיות הוא מביא איתו.<p>בכל צבע או מידה שתבחרו תרגישו את החום והאהבה מהידיים של ינהצ׳קה♥️</p><p>הפונצ׳ו נסרג בהזמנה אישית במיוחד לפי המידה והצבע שתבחרו.🧶</p><p>נסרג כולו מחוטי אקריל, ניתן לכביסה עדינה ב<b>30-40 מעלות!</b></p><p><br></p>;;;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1780900883.jpg;;;0.00;140.0;160.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;פונצ׳ו פינוקי;קשה לתאר כמה קסום הפונצ׳ו של ינהצ׳קה על הגוף, וכמה ייחודיות הוא מביא איתו. בכל צבע או מידה שתבחרו תרגישו את החום והאהבה מהידיים של ינהצ׳קה♥️ הפונצ׳ו נסרג בהזמנה אישית במיוחד לפי המידה והצבע שתבחרו.🧶 נסרג כולו מחוטי אקריל, ניתן לכביסה עדינה ב 30-40 מעלות!;https://store35000153.company.site#!/פונצ׳ו-פינוקי/p/258758436;258758436
פינוקיו;"00040";;"<p>מכירים את פינוקיו? או שבעצם גדלתם על בורטינה?</p><p>אצלנו בבית התנגן שיר הפתיחה של פינוקיו בקולי קולות ובריקודים מצחיקים!</p><p>""בוקר טוב עולם! מה שלום כולם? אני יורד מהחוטים! אני כבר ילד אמיתי.. כמו כל הילדים!""</p><p>כך או כך פינוקיו חזר לחיים! אני כל כך אוהבת נוסטלגיה.. רואים?</p><p>פינוקיו שלי גבוה וחמוד, בובת העץ שכולם מכירים מקבלת הרבה רוך מחוטי הכותנה שלי.</p><p>פינוקיו ביקש פונפון בקצה הכובע אז לא התווכחתי איתו, וסרגתי לו במיוחד :)</p><p><br></p><p>גובהו של פינוקיו הוא 45 ס""מ</p><p><strong>פינוקיו החמוד שלי סרוג מ100% חוטי כותנה, ניתן לכבס אותו ביד ב30 מעלות.</strong></p><p><br></p><p><u>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";לרוסים ולא רק;ילדות מושלמת;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1951249255.jpg;;;0.00;220.0;270.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;פינוקיו;"מכירים את פינוקיו? או שבעצם גדלתם על בורטינה? אצלנו בבית התנגן שיר הפתיחה של פינוקיו בקולי קולות ובריקודים מצחיקים! ""בוקר טוב עולם! מה שלום כולם? אני יורד מהחוטים! אני כבר ילד אמיתי.. כמו כל הילדים!"" כך או כך פינוקיו חזר לחיים! אני כל כך אוהבת נוסטלגיה.. רואים? פינוקיו שלי גבוה וחמוד, בובת העץ שכולם מכירים מקבלת הרבה רוך מחוטי הכותנה שלי. פינוקיו ביקש פונפון בקצה הכובע אז לא התווכחתי איתו, וסרגתי ...";https://store35000153.company.site#!/פינוקיו/p/288083284;288083284
צ'דר העכברון;"00016";;"<p>צ'דר העכברון של ינה אוהב מאוד גבינות, במיוחד גבינת צ'דר - ועל כן שמו :)</p><p>הוא והחתולון הם צוות מנצח, אך ישתלב נהדר עם כל אוסף בובות שיש לכם!</p><p>את האפודה היפה שלו ינה סרגה לו כי צ'דר אמר שקר מאוד במקרר הגבינות.. ;)</p><p>העכברון סרוג מ100% כותנה, ניתן לכיבוס במכונת כביסה, 30-40 מעלות.</p><p>גובה הבובה הוא כ20 ס״מ<br></p><p><u><br>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";ילדות מושלמת;לאוהבים;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1644044735.jpg;;;0.00;180.0;210.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/צדר-העכברון/p/234299341;234299341
צופי הצפרדע;"00026";;"<p>כן כן, גם צופי כידוע בוגרת להקת המחול של גן החיות של ינה!</p><p>צופי היא הסולנית הראשית במופע הצפרדעים! זאת כמובן בזכות זה שצופי היא הרקדנית הכי מתמידה, ירוקה וזללנית בלהקה!</p><p>הצפרדע סרוגה מ100% כותנה, ניתנת לכביסה במכונת כביסה, 30-40 מעלות</p><p>גובה הבובה הוא כ33 ס""מ</p><p><u><br>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";;;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1650519036.jpg;;;0.00;240.0;300.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/צופי-הצפרדע/p/235121203;235121203
צ׳יבורשקה;"00001";;"<p>יש פה מישהו שלא מכיר את צ'יבורשקה?</p><p>לא נראה לנו!</p><p>צ'יבורשקה היא הבובה האגדית והאהובה עלינו ועל הנכדים של ינה!</p><p>צ'יבורשקה שר איתנו את כל שירי הילדות האהובים שלנו, בחגים ובימי ההולדת!</p><p>הוא כמובן ישמח לבלות עם קרוקודיל גנה, אבל יודע לעשות שמח ולהרים את האווירה גם לבדו :)</p><p>הוא סרוג מחוטי אקריל סינטטיים, ניתן לכיבוס ביד בלבד.</p><p>גובהו של צ'יבורשקה הוא כ25 ס""מ.</p><p><u>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p><p><br></p>";לרוסים ולא רק;;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1646354749.jpg;;;0.00;200.0;250.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/צ׳יבורשקה/p/228239156;228239156
צנוני הליצן המצחיק;"00023";;"<p>צנוני הליצן עושה הפעלות ימי הולדת, בר מצוות, חתונות וכמובן הפעלה מרכזית בחתונות!</p><p>למשל כשהעכברוני וחזירונת התחתנו, הוא הרים מופע בלתי נשכח!</p><p>צנוני כובש את לבבות כל הילדים, אולי בגלל שהוא ג'ינג'י? או בגלל השלייקעס החמודים!</p><p> הליצן סרוג מחוטי כותנה וחוטי אקריל סינטטיים, ניתן לכבס אותו במכונת הכביסה, 30-40 מעלות</p><p>גובה הבובה הוא כ42 ס""מ<br></p><p><u>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";ילדות מושלמת;;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1650489509.jpg;;;0.00;350.0;420.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/צנוני-הליצן-המצחיק/p/235121090;235121090
קוף אדום;"00010";;"<p><span style=""font-size: 18px;"">הקוף האדום נולד בהזמנה מיוחדת של זיוי הנכד של ינה!</span><br></p><p><span style=""font-size: 18px;"">ומאז הפך לחביב הקהל.. לנו זה נראה טבעי שקוף יהיה אדום :)</span></p><p><span style=""font-size: 18px;"">רוצים קוף בצבע אחר? רישמו בהערות :)</span></p><p><span style=""font-size: 18px;"">הקוף סרוג מחוטי אקריל סינטטיים, ניתן לכיבוס במכונת כביסה, 30-40 מעלות</span></p><p><span style=""font-size: 18px;"">גובה הבובה הוא כ35 ס""מ</span></p><p><u>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p><span style=""font-size: 18px;""></span></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";ילדות מושלמת;;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1650433283.jpg;;;0.00;150.0;180.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/קוף-אדום/p/234268989;234268989
קופיפי;"00004";;"<p>הקופיף הכי מפורסם של ינה!</p><p>קוקו הקופיף קיבל את שמו מילדה מתוקה ושמה תמר, בזכות הקוקו שיש לו :)</p><p>קוקו מגיע בשלל צבעים, מוזמנים לרשום בהערות את הגוון שתרצו! או שתתנו לינה להפתיע אתכם :)</p><p>קוקו ישמור לכם על המפתחות במסירות רבה!</p><p>הקופיף סרוג מ100% כותנה, ניתן לכיבוס במכונת כביסה, 30-40 מעלות</p><p>גובה הבובה כ16 ס""מ</p><p><br></p><p><u>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";"עד 100 ש""ח";;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1646572558.jpg;;;0.00;80.0;90.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/קופיפי/p/228372579;228372579
קרקדיל גנה;"00011";;"<p>עצרו הכל! ראיתם פעם תנין עם סריג וצווארון כל כך יפה?</p><p>גנה הקרקדיל האהוב שלנו, מוכן לצאת אתכם לטיול בגינה או סתם לארח לכם חברה בארוחת הערב :)</p><p>ההמלצה של ינה היא לשלב את גנה עם צ'יבורשקה כי הרי הם צמד חמד ידוע ומפורסם!</p><p>גנה סרוג מחוטי אקריל סינטטיים, ניתן לכבס אותו במכונת הכביסה שלהם, 30-40 מעלות.</p><p>גובה הבובה הוא כ40 ס""מ<br></p><p>שימו לב שניתן לבקש שהעיניים יהיו סרוגות, בטיחותי לתינוקות קטנים 💪🏼♥️</p><p><u>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";לרוסים ולא רק;;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1643933184.jpg;;;0.00;200.0;250.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/קרקדיל-גנה/p/234268990;234268990
רעשן לתינוק;"00028";;"<p>שני הרעשנים המקסימים של ינה נולדו כשנולדה נכדתה אנה!</p><p>הם מאוד נוחים להחזקה ביד התינוק, בטיחותיים להכניס לפה ומעניינים להסתכל עליהם :)</p><p>לדעתנו הם ימלאו את משטח המשחקים שלכם בצבע ועניין!</p><p>כל הרעשנים סרוגים מ100% כותנה, ניתנים לכיבוס במכונת כביסה, 30-40 מעלות</p><p>גובה הבובה הוא כ14 ס""מ</p><p><u>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";"עד 100 ש""ח";ניו-בורן;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1650519486.jpg;;;0.00;60.0;80.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/רעשן-לתינוק/p/235120388;235120388
רעשן נעים לתינוקות;"00002";;"<p>עוד חביב קהל הוא הכלבלב רעשן של ינה!</p><p>טומן בחובו הפתעה מרשרשת שתפתיע ותאתגר את התינוקות וגם את הפעוטות :)</p><p>הכי צבעוני והכי מצחיק!</p><p>הרעשן כלבלב סרוג מ100% כותנה, ניתן לכיבוס במכונת הכביסה שלכם, 30-40 מעלות</p><p>גובה הבובה הוא כ26 ס""מ</p><p><u>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";"עד 100 ש""ח";ניו-בורן;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1650441157.jpg;;;0.00;100.0;140.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/רעשן-נעים-לתינוקות/p/228372576;228372576
רעשן נשכן לתינוקות;"00030";;"<p>הרעשן הקסומים של ינהצ'קה הם המתנה המושלמת עבור תינוק שרק נולד!</p><p>ינהצ'קה תשמח לסרוג עבורכם רעשן, בדיוק בצבע שתבחרו :)</p><p>חלומות דובים לכולם :)</p><p>הבובה עשויה מ100% כותנה, בטיחותית לתינוקות קטנטנים</p><p><u><br>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";"עד 100 ש""ח";ניו-בורן;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1652655132.jpg;;;0.00;60.0;85.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/רעשן-נשכן-לתינוקות/p/235371382;235371382
תרומה - תמנונים לפגים;"00032";;"<p><span class=""redactor-invisible-space"">סביב יום כיפור 2020 החלטתי לסרוג תמנונים לפגים! ב48 שעות בהן בקושי קמתי מהספה, הצלחתי לסרוג <strong>10</strong> תמנונים אותם אתרום למחלקת פגים בבית החולים אסותא שבאשדוד.</span></p><p><span class=""redactor-invisible-space""><strong><span style=""color: rgb(84, 141, 212);""><span style=""background-color: rgb(255, 255, 255);""><span style=""color: rgb(95, 73, 122);"">ואז חשבתי על רעיון נחמד עבור אלו שישמחו לתרום -</span></span></span></strong></span></p><p><span class=""redactor-invisible-space""><strong><span style=""color: rgb(84, 141, 212);""><span style=""background-color: rgb(255, 255, 255);""><span style=""color: rgb(95, 73, 122);"">אסרוג עבורכם תמנון או תמנונית חמודים וצבעוניים.</span></span></span></strong></span></p><div><span class=""redactor-invisible-space""><strong><span style=""color: rgb(84, 141, 212);""><span style=""background-color: rgb(255, 255, 255);""><span style=""color: rgb(95, 73, 122);"">בסיום הסריגה אשלח לכם תמונה של התמנון המוכן ואז אעביר אותו לתרומה למחלקת פגים :)</span></span></span></strong></span></div><div><span class=""redactor-invisible-space""><strong><span style=""color: rgb(84, 141, 212);""><span style=""background-color: rgb(255, 255, 255);""><span style=""color: rgb(95, 73, 122);""><br></span></span></span></strong></span></div><p>קחו רגע לקרוא על הפרוייקט המדהים ""תמנונים לפגים"" בכתבה הבאה-<br></p><p><a href=""https://www.mako.co.il/ninemonth-birth/healthcare/Article-d40a948a41d1a51006.htm"">https://www.mako.co.il/ninemonth-birth/healthcare/...</a></p><p>וכנסו גם לקבוצת הפייסבוק החמודה שלהם -</p><p><a href=""https://www.facebook.com/preemieoctopiIL/"">https://www.facebook.com/preemieoctopiIL/</a><br></p>";"עד 100 ש""ח";ניו-בורן;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1683168673.jpg;;;;50.0;;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/תרומה-תמנונים-לפגים/p/239722872;239722872
תרנגול;"00009";;"<p>קו קו רי קו ! הגיע הזמן להתעורר :)</p><p>ריקו הקוקוריקו של ינה כבר לבוש ומוכן להתחיל את היום!</p><p>מגיע מאולף עם חיסונים ותעודות, יודע לשבת וכמובן יתפקד במקום שעון מעורר.</p><p>התרנגול סרוג מ100% כותנה, ניתן לכיבוס במכונת כביסה, 30-40 מעלות</p><p>גובה הבובה הוא כ45 ס""מ</p><p><u>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";לאוהבים;;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1662847671.jpg;;;0.00;250.0;330.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/תרנגול/p/234239508;234239508
תרנגולית;"00000";;"<p>ריקי התרנגולית היא החברה הכי טובה של ריקו הקוקוריקו!</p><p>ביחד הם צמד חמד לעניין, אך גם לבד היא תתנהג מאוד יפה בביתכם :)</p><p>היא מאוד חרוצה, מתחילה את היום מוקדם, עושה צעידה עם ריקו במושב ורק אחר כך תתפנה אליכם.</p><p>התרנגולית סרוגה מ100% כותנה, ניתן לכבס אותה במכונת כביסה, 30-40 מעלות</p><p>גובה הבובה הוא כ40 ס""מ</p><p><u>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";לאוהבים;;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1642900799.jpg;;;0.00;250.0;330.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/תרנגולית/p/228287024;228287024
תרנגולת מטורללת;"00024";;"<p>אתם מכירים את התרנגולת הזאת שכולם מכירים?</p><p>אז טרולי התרנגולת היא בדיוק זאת.</p><p>היא יודעת תמיד מי נמצא איפה, מי אכל מה ומי הטיל כמה ביצים.</p><p>התרנגולת סרוגה מחוטי אקריל סינטטיים, ניתנת לכביסה במכונת כביסה, 30-40 מעלות.</p><p>גובה הבובה הוא כ30 ס""מ</p><p><u>שימו לב:</u></p><p>- התשלום בפייבוקס או מזומן</p><p>- ינה סורגת את הבובות במיוחד אז הכנת הבובה תיקח בין שבוע לשבועיים<br></p><p>- לבקשות מיוחדות נא לפנות ישירות לינה בטלפון <a href=""tel:0546405208"" target=""_blank"">0546405208</a> או ב<a href=""https://wa.me/972546405208"" target=""_blank"">ווטסאפ</a></p>";לאוהבים;;;https://d2j6dbq0eux0bg.cloudfront.net/images/35000153/1650508440.jpg;;;0.00;185.0;250.00;;yes;0.00;no;GLOBAL_METHODS;0.00;0.00;;;;;;;https://store35000153.company.site#!/תרנגולת-מטורללת/p/235113535;235113535
